"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 4","alert on
Example:
Device(config-profile)# alert on","Enables the console display of stateful packet inspection alert messages for a zone. You can use the log command to configure the logging of alerts either to the syslog or to the high-speed logger (HSL)."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 5","threat-detection basic-threat
Example:
Device(config-profile)# threat-detection basic-threat","Configures basic threat detection for a zone."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 6","threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
Example:
Device(config-profile)# threat-detection rate fw-drop average-time-frame 600 average-threshold 100 burst-threshold 100","Configures the threat detection rate for firewall drop events. You must configure the threat-detection basic-threat command before you configure the threat-detection rate command."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 7","threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
Example:
Device(config-profile)# threat-detection rate inspect-drop average-time-frame 600 average-threshold 100 burst-threshold 100","Configures the threat detection rate for firewall inspection-based drop events."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 8","threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
Example:
Device(config-profile)# threat-detection rate syn-attack average-time-frame 600 average-threshold 100 burst-threshold 100","Configures the threat detection rate for TCP SYN attack events."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 9","exit
Example:
Device(config-profile)# exit","Exits parameter-map type inspect configuration mode and enters global configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 10","zone security security-zone-name
Example:
Device(config)# zone security public","Creates a security zone and enters security zone configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 11","protection parameter-map-name
Example:
Device(config-sec-zone)# protection zone-pmap1","Attaches the inspect-zone parameter map to the zone and applies the features configured in the inspect-zone parameter map to the zone."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 12","exit
Example:
Device(config-sec-zone)# exit","Exits security zone configuration mode and enters global configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 13","zone-pair security zone-pair-name source source-zone destination destination-zone
Example:
Device(config)# zone-pair security private2public source private destination public","Creates a zone pair and enters security zone-pair configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 14","end
Example:
Device(config-sec-zone-pair)# end","Exits security zone-pair configuration mode and enters privileged EXEC mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring Firewall Event Rate Monitoring","1. enable
2. configure terminal
3. parameter-map type inspect-zone zone-pmap-name
4. alert on
5. threat-detection basic-threat
6. threat-detection rate fw-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
7. threat-detection rate inspect-drop average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
8. threat-detection rate syn-attack average-time-frame seconds average-threshold packets-per-second burst-threshold packets-per-second
9. exit
10. zone security security-zone-name
11. protection parameter-map-name
12. exit
13. zone-pair security zone-pair-name source source-zone destination destination-zone
14. end
15. show policy-firewall stats zone","Step 15","show policy-firewall stats zone
Example:
Device# show policy-firewall stats zone","Displays policy firewall statistics at the zone level."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the per-Box Half-Opened Session Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box max-incomplete number
6. session total number
7. end
8. show policy-firewall stats global","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the per-Box Half-Opened Session Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box max-incomplete number
6. session total number
7. end
8. show policy-firewall stats global","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the per-Box Half-Opened Session Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box max-incomplete number
6. session total number
7. end
8. show policy-firewall stats global","Step 3","Enter one of the following commands: parameter-map type inspect-global parameter-map type inspect global
Example:
Device(config)# parameter-map type inspect-global
Device(config)# parameter-map type inspect global","Configures a global parameter map for connecting thresholds and timeouts and enters parameter-map type inspect configuration mode. Based on your release, the parameter-map type inspect-global and the parameter-map type inspect global commands are supported. You cannot configure both these commands together. Skip to Steps 5 and 6 if you configure the parameter-map type inspect-global command. Note If you configure the parameter-map type inspect-global command, per-box configurations are not supported because, by default, all per-box configurations apply to all firewall sessions."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the per-Box Half-Opened Session Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box max-incomplete number
6. session total number
7. end
8. show policy-firewall stats global","Step 4","alert on
Example:
Device(config-profile)# alert on","Enables the console display of stateful packet inspection alert messages."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the per-Box Half-Opened Session Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box max-incomplete number
6. session total number
7. end
8. show policy-firewall stats global","Step 5","per-box max-incomplete number
Example:
Device(config-profile)# per-box max-incomplete 12345","Configures the maximum number of half-opened connections for the firewall session table."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the per-Box Half-Opened Session Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box max-incomplete number
6. session total number
7. end
8. show policy-firewall stats global","Step 6","session total number
Example:
Device(config-profile)# session total 34500","Configures the total session limit for the firewall session table."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the per-Box Half-Opened Session Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box max-incomplete number
6. session total number
7. end
8. show policy-firewall stats global","Step 7","end
Example:
Device(config-profile)# end","Exits parameter-map type inspect configuration mode and enters privileged EXEC mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the per-Box Half-Opened Session Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box max-incomplete number
6. session total number
7. end
8. show policy-firewall stats global","Step 8","show policy-firewall stats global
Example:
Device# show policy-firewall stats global","Displays global firewall statistics information."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 3","parameter-map type inspect-vrf vrf-name
Example:
Device(config)# parameter-map type inspect-vrf vrf1-pmap","Configures an inspect-VRF parameter map and enters parameter-map type inspect configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 4","alert on
Example:
Device(config-profile)# alert on","Enables the console display of stateful packet inspection alert messages."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 5","max-incomplete number
Example:
Device(config-profile)# max-incomplete 2000","Configures the maximum number of half-opened connections per VRF."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 6","session total number
Example:
Device(config-profile)# session total 34500","Configures the total session limit for a VRF."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 7","exit
Example:
Device(config-profile)# exit","Exits parameter-map type inspect configuration mode and enters global configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 8","Enter one of the following commands: parameter-map type inspect-global parameter-map type inspect global
Example:
Device(config)# parameter-map type inspect-global
Device(config)# parameter-map type inspect global","Configures a global parameter map for connecting thresholds and timeouts and enters parameter-map type inspect configuration mode. Based on your release, you can use either the parameter-map type inspect-global command or the parameter-map type inspect global command. You cannot configure both these commands together. Skip Step 10 if you configure the parameter-map type inspect-global command. Note If you configure the parameter-map type inspect-global command, per-box configurations are not supported because, by default, all per-box configurations apply to all firewall sessions."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 9","alert on
Example:
Device(config-profile)# alert on","Enables the console display of stateful packet inspection alert messages."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 10","vrf vrf-name inspect vrf-pmap-name
Example:
Device(config-profile)# vrf vrf1 inspect vrf1-pmap","Binds the VRF to the global parameter map."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 11","end
Example:
Device(config-profile)# end","Exits parameter-map type inspect configuration mode and enters privileged EXEC mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Half-Opened Session Limit for an Inspect-VRF Parameter Map","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-name
4. alert on
5. max-incomplete number
6. session total number
7. exit
8. Enter one of the following commands:
9. alert on
10. vrf vrf-name inspect vrf-pmap-name
11. end
12. show policy-firewall stats vrf vrf-pmap-name","Step 12","show policy-firewall stats vrf vrf-pmap-name
Example:
Device# show policy-firewall stats vrf vrf1-pmap","Displays VRF-level policy firewall statistics."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Global TCP SYN Flood Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box tcp syn-flood limit number
6. end
7. show policy-firewall stats vrf global","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Global TCP SYN Flood Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box tcp syn-flood limit number
6. end
7. show policy-firewall stats vrf global","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Global TCP SYN Flood Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box tcp syn-flood limit number
6. end
7. show policy-firewall stats vrf global","Step 3","Enter one of the following commands: parameter-map type inspect-global parameter-map type inspect global
Example:
Device(config)# parameter-map type inspect-global
Device(config)# parameter-map type inspect global","Configures a global parameter map and enters parameter-map type inspect configuration mode. Based on your release, you can configure either the parameter-map type inspect-global command or the parameter-map type inspect global command. You cannot configure both these commands together. Skip Step 5 if you configure the parameter-map type inspect-global command. Note If you configure the parameter-map type inspect-global command, per-box configurations are not supported because, by default, all per-box configurations apply to all firewall sessions."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Global TCP SYN Flood Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box tcp syn-flood limit number
6. end
7. show policy-firewall stats vrf global","Step 4","alert on
Example:
Device(config-profile)# alert on","Enables the console display of stateful packet inspection alert messages."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Global TCP SYN Flood Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box tcp syn-flood limit number
6. end
7. show policy-firewall stats vrf global","Step 5","per-box tcp syn-flood limit number
Example:
Device(config-profile)# per-box tcp syn-flood limit 500","Limits the number of TCP half-opened sessions that trigger SYN cookie processing for new SYN packets."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Global TCP SYN Flood Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box tcp syn-flood limit number
6. end
7. show policy-firewall stats vrf global","Step 6","end
Example:
Device(config-profile)# end","Exits parameter-map type inspect configuration mode and enters privileged EXEC mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Protection Against Distributed Denial of Service Attacks","Configuring the Global TCP SYN Flood Limit","1. enable
2. configure terminal
3. Enter one of the following commands:
4. alert on
5. per-box tcp syn-flood limit number
6. end
7. show policy-firewall stats vrf global","Step 7","show policy-firewall stats vrf global
Example:
Device# show policy-firewall stats vrf global","(Optional) Displays the status of the global VRF firewall policy. The command output also displays how many TCP half-opened sessions are present."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 3","parameter-map type inspect-vrf vrf-pmap-name
Example:
Device(config)# parameter-map type inspect-vrf vrf1-pmap","Configures an inspect VRF-type parameter map and enters parameter-map type inspect configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 4","session total number
Example:
Device(config-profile)# session total 1000","Configures the total number of sessions."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 5","tcp syn-flood limit number
Example:
Device(config-profile)# tcp syn-flood limit 2000","Limits the number of TCP half-opened sessions that trigger synchronization (SYN) cookie processing for new SYN packets."
