"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Secure Copy","Enabling Secure Copy on the SSH Server - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Secure Copy","Enabling Secure Copy on the SSH Server - Procedure","","Step 3","aaa new-model
Example:
Device(config)# aaa new-model","Enables the Authentication, Authorization, and Accounting (AAA) access control model."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Secure Copy","Enabling Secure Copy on the SSH Server - Procedure","","Step 4","aaa authentication login default local
Example:
Device(config)# aaa authentication login default local","Sets AAA authentication to use the local username database for authentication at login."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Secure Copy","Enabling Secure Copy on the SSH Server - Procedure","","Step 5","aaa authorization exec default local
Example:
Device(config)# aaa authorization exec default local","Sets the parameters that restrict user access to a network, runs the authorization to determine if the user ID is allowed to run an privileged EXEC shell, and specifies that the system must use the local database for authorization."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Secure Copy","Enabling Secure Copy on the SSH Server - Procedure","","Step 6","username name privilege privilege-level password password
Example:
Device(config)# username samplename privilege 15 password password1","Establishes a username-based authentication system, and specifies the username, privilege level, and an unencrypted password. Note The minimum required value for the privilege-level argument is 15. A privilege level of less than 15 results in the connection closing."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Secure Copy","Enabling Secure Copy on the SSH Server - Procedure","","Step 7","ip ssh time-out seconds
Example:
Device(config)# ip ssh time-out 120","Sets the time interval (in seconds) that the device waits for the SSH client to respond."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Secure Copy","Enabling Secure Copy on the SSH Server - Procedure","","Step 8","ip ssh authentication-retries integer
Example:
Device(config)# ip ssh authentication-retries 3","Sets the number of authentication attempts after which the interface is reset."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Secure Copy","Enabling Secure Copy on the SSH Server - Procedure","","Step 9","ip scp server enable
Example:
Device(config)# ip scp server enable","Enables the device to securely copy files from a remote workstation."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Secure Copy","Enabling Secure Copy on the SSH Server - Procedure","","Step 10","ip ssh bulk-mode window-size
Example:
Device(config)# ip ssh bulk-mode 33107232","(Optional) Sets the bulk mode window size to enhance the throughput performance of SCP. Note Beginning from Cisco IOS XE Dublin 17.10.1 , SSH bulk data transfer mode is enabled by default with default window size of 128KB."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Secure Copy","Enabling Secure Copy on the SSH Server - Procedure","","Step 11","exit
Example:
Device(config)# exit","Exits global configuration mode and returns to privileged EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Secure Copy","Enabling Secure Copy on the SSH Server - Procedure","","Step 12","debug ip scp
Example:
Device# debug ip scp","(Optional) Provides diagnostic information about SCP authentication problems."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Creating a Configuration Archive - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Creating a Configuration Archive - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Creating a Configuration Archive - Procedure","","Step 3","archive
Example:
Device(config)# archive","Enters archive configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Creating a Configuration Archive - Procedure","","Step 4","path url
Example:
Device(config-archive)# path flash:myconfiguration","Specifies the location and filename prefix for the files in the Cisco IOS configuration archive. Note If a directory is specified in the path instead of file, the directory name must be followed by a forward slash as follows: path flash:/directory/. The forward slash is not necessary after a filename; it is only necessary when specifying a directory."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Creating a Configuration Archive - Procedure","","Step 5","maximum number
Example:
Device(config-archive)# maximum 14","(Optional) Sets the maximum number of archive files of the running configuration to be saved in the Cisco IOS configuration archive. The number argument is the maximum number of archive files of the running configuration to be saved in the Cisco IOS configuration archive. Valid values are from 1 to 14. The default is 10. Note Before using this command, you must configure the path command to specify the location and filename prefix for the files in the Cisco IOS configuration archive."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Creating a Configuration Archive - Procedure","","Step 6","time-period minutes
Example:
Device(config-archive)# time-period 1440","(Optional) Sets the time increment for automatically saving an archive file of the current running configuration in the Cisco IOS configuration archive. The minutes argument specifies how often, in minutes, to automatically save an archive file of the current running configuration in the Cisco IOS configuration archive. Note Before using this command, you must configure the path command to specify the location and filename prefix for the files in the Cisco IOS configuration archive."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Creating a Configuration Archive - Procedure","","Step 7","end
Example:
Device(config-archive)# end","Exits to privileged EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Creating a Configuration Archive - Procedure","","Step 8","archive config
Example:
Device# archive config","Saves the current running configuration file to the configuration archive. Note The path command must be configured before using this command."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Performing a Configuration Replace or Configuration Rollback Operation - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Performing a Configuration Replace or Configuration Rollback Operation - Procedure","","Step 2","configure replace target-url [ nolock ] [ list ] [ force ] [ ignore case ] [ revert trigger [ error ] [ timer minutes ] | time minutes ] ]
Example:
Device# configure replace flash: startup-config time 120","Replaces the current running configuration file with a saved Cisco IOS configuration file. The target - url argument is a URL (accessible by the Cisco IOS file system) of the saved Cisco IOS configuration file that is to replace the current running configuration, such as the configuration file created using the archive config command. The list keyword displays a list of the command lines applied by the Cisco IOS software parser during each pass of the configuration replace operation. The total number of passes performed is also displayed. The force keyword replaces the current running configuration file with the specified saved Cisco IOS configuration file without prompting you for confirmation. The time minutes keyword and argument specify the time (in minutes) within which you must enter the configure confirm command to confirm replacement of the current running configuration file. If the configure confirm command is not entered within the specified time limit, the configuration replace operation is automatically reversed (in other words, the current running configuration file is restored to the configuration state that existed prior to entering the configure replace command). The nolock keyword disables the locking of the running configuration file that prevents other users from changing the running configuration during a configuration replace operation. The revert trigger keywords set the following triggers for reverting to the original configuration: error : Reverts to the original configuration upon error. timer minutes : Reverts to the original configuration if specified time elapses. Note In some cases, while performing the revert trigger operation for multiple pass operations, a partial configuration may be missed out causing the revert operation to the original configuration state to fail. The ignore case keyword allows the configuration to ignore the case of the confirmation command."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Performing a Configuration Replace or Configuration Rollback Operation - Procedure","","Step 3","configure revert { now | timer { minutes | idle minutes } }
Example:
Device# configure revert now","(Optional) To cancel the timed rollback and trigger the rollback immediately, or to reset parameters for the timed rollback, use the configure revert command in privileged EXEC mode. now : Triggers the rollback immediately. timer : Resets the configuration revert timer. Use the minutes argument with the timer keyword to specify a new revert time in minutes. Use the idle keyword along with a time in minutes to set the maximum allowable time period of no activity before reverting to the saved configuration."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Performing a Configuration Replace or Configuration Rollback Operation - Procedure","","Step 4","configure confirm
Example:
Device# configure confirm","(Optional) Confirms replacement of the current running configuration file with a saved Cisco IOS configuration file. Note Use this command only if the time seconds keyword and argument of the configure replace command are specified."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuration Replace and Configuration Rollback","Performing a Configuration Replace or Configuration Rollback Operation - Procedure","","Step 5","exit
Example:
Device# exit","Exits to user EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch - Procedure","","Step 2","install add file image activate { xfsu | reloadfast } commit
Example:
Device# install add file bootflash: cat9k_iosxe.17.03.02.SPA.bin activate reloadfast commit or
Device# install add file bootflash: cat9k_iosxe.17.08.01.SPA.bin activate xfsu commit","Upgrades the switch with the new software image. Note The xfsu keyword was introduced from Cisco IOS XE Cupertino 17.8.1 . For releases prior to Cisco IOS XE Cupertino 17.8.1 , use the reload keyword instead. The image keyword includes the location of the file (TFTP, HTTP, flash drives) and the image name."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 - Procedure","","Step 3","ipv6 nd reachable-time seconds
Example:
Device(config)# ipv6 nd reachable-time 3600000","Sets the time limit for a remote IPv6 node to be considered reachable after a reachability confirmation event has occurred."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 - Procedure","","Step 4","end
Example:
Device(config)# end","Returns to privileged EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 - Procedure","","Step 5","write memory
Example:
Device# write memory","Saves the configuration on the switch."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 - Procedure","","Step 6","install add file image activate { xfsu | reloadfast } commit
Example:
Device# install add file bootflash: cat9k_iosxe.17.03.02.SPA.bin activate reloadfast commit or
Device# install add file bootflash: cat9k_iosxe.17.08.01.SPA.bin activate xfsu commit","Upgrades the switch with the new software image. Note The xfsu keyword was introduced from Cisco IOS XE Cupertino 17.8.1 . For releases prior to Cisco IOS XE Cupertino 17.8.1 , use the reload keyword instead. The image keyword includes the location of the file (TFTP, HTTP, flash drives) and the image name."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 MLD - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 MLD - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 MLD - Procedure","","Step 3","ipv6 mld snooping
Example:
Device(config)# ipv6 mld snooping","Enables IPv6 MLD snooping."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 MLD - Procedure","","Step 4","end
Example:
Device(config)# end","Returns to privileged EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 MLD - Procedure","","Step 5","write memory
Example:
Device# write memory","Saves the configuration on the switch."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with IPv6 MLD - Procedure","","Step 6","install add file image activate { xfsu | reloadfast } commit
Example:
Device# install add file bootflash: cat9k_iosxe.17.03.02.SPA.bin activate reloadfast commit or
Device# install add file bootflash: cat9k_iosxe.17.08.01.SPA.bin activate xfsu commit","Upgrades the switch with the new software image. Note The xfsu keyword was introduced from Cisco IOS XE Cupertino 17.8.1 . For releases prior to Cisco IOS XE Cupertino 17.8.1 , use the reload keyword instead. The image keyword includes the location of the file (TFTP, HTTP, flash drives) and the image name."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with BGP - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with BGP - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with BGP - Procedure","","Step 3","router bgp autonomous-system-number
Example:
Device(config)# router bgp 65000","Enters BGP router configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with BGP - Procedure","","Step 4","bgp graceful-restart
Example:
Device(config-router)# bgp graceful-restart","Enables NSF awareness on a switch. By default, NSF awareness is disabled."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with BGP - Procedure","","Step 5","end
Example:
Device(config-router)# end","Returns to privileged EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with BGP - Procedure","","Step 6","write memory
Example:
Device# write memory","Saves the configuration on the switch."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with BGP - Procedure","","Step 7","install add file image activate { xfsu | reloadfast } commit
Example:
Device# install add file bootflash: cat9k_iosxe.17.03.02.SPA.bin activate reloadfast commit or
Device# install add file bootflash: cat9k_iosxe.17.08.01.SPA.bin activate xfsu commit","Upgrades the switch with the new software image. Note The xfsu keyword was introduced from Cisco IOS XE Cupertino 17.8.1 . For releases prior to Cisco IOS XE Cupertino 17.8.1 , use the reload keyword instead. The image keyword includes the location of the file (TFTP, HTTP, flash drives) and the image name."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPF - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPF - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPF - Procedure","","Step 3","router ospf process-id
Example:
Device(config)# router ospf 1","Enters OSPF router configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPF - Procedure","","Step 4","router-id ip-address
Example:
Device(config-router)# router-id 192.0.2.5","Sets a fixed router ID for the OSPF instance."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPF - Procedure","","Step 5","exit
Example:
Device(config-router)# exit","Exits router configuration mode and enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPF - Procedure","","Step 6","interface interface_id
Example:
Device(config)# interface gigabitethernet 1/0/1","Enters interface configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPF - Procedure","","Step 7","ip ospf retransmit-interval seconds
Example:
Device(config-if)# ip ospf retransmit-interval 10","Increases the retransmission interval on the device. Note The minimum interval required for retransmission during xFSU is 10 seconds."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPF - Procedure","","Step 8","end
Example:
Device(config-if)# end","Returns to privileged EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPF - Procedure","","Step 9","write memory
Example:
Device# write memory","Saves the configuration on the switch."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPF - Procedure","","Step 10","install add file image activate { xfsu | reloadfast } commit
Example:
Device# install add file bootflash: cat9k_iosxe.17.03.02.SPA.bin activate reloadfast commit or
Device# install add file bootflash: cat9k_iosxe.17.08.01.SPA.bin activate xfsu commit","Upgrades the switch with the new software image. Note The xfsu keyword was introduced from Cisco IOS XE Cupertino 17.8.1 . For releases prior to Cisco IOS XE Cupertino 17.8.1 , use the reload keyword instead. The image keyword includes the location of the file (TFTP, HTTP, flash drives) and the image name."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 3","ipv6 nd reachable-time seconds
Example:
Device(config)# ipv6 nd reachable-time 3600000","Sets the time limit for a remote IPv6 node to be considered reachable after a reachability confirmation event has occurred."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 4","snmp ifmib ifindex persist
Example:
Device(config)# snmp ifmib ifindex persist","Enables SNMP ifIndex persistence globally."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 5","router ospfv3 process-id
Example:
Device(config)# router ospfv3 1","Enters OSPFv3 router configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 6","router-id ip-address
Example:
Device(config-router)# router-id 192.0.2.5","Sets a fixed router ID for the OSPFv3 instance."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 7","interface-id snmp-if-index
Example:
Device(config-router)# interface-id snmp-if-index","Enables SNMP ifIndex persistence on the specified interface."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 8","exit
Example:
Device(config-router)# exit","Exits router configuration mode and enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 9","interface interface_id
Example:
Device(config)# interface gigabitethernet 1/0/1","Enters interface configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 10","ospfv3 retransmit-interval seconds
Example:
Device(config-if)# ospfv3 retransmit-interval 10","Increases the retransmission interval on the device. Note The minimum interval required for retransmission during xFSU is 10 seconds."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 11","end
Example:
Device(config-if)# end","Returns to privileged EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 12","write memory
Example:
Device# write memory","Saves the configuration on the switch."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 13","install add file image activate { xfsu | reloadfast } commit
Example:
Device# install add file bootflash: cat9k_iosxe.17.03.02.SPA.bin activate reloadfast commit or
Device# install add file bootflash: cat9k_iosxe.17.08.01.SPA.bin activate xfsu commit","Upgrades the switch with the new software image. Note The xfsu keyword was introduced from Cisco IOS XE Cupertino 17.8.1 . For releases prior to Cisco IOS XE Cupertino 17.8.1 , use the reload keyword instead. The image keyword includes the location of the file (TFTP, HTTP, flash drives) and the image name."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch - Procedure","","Step 2","reload fast
Example:
Device# reload fast","Reloads the switch without software upgrade."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with BGP - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with BGP - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with BGP - Procedure","","Step 3","router bgp autonomous-system-number
Example:
Device(config)# router bgp 65000","Enters BGP router configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with BGP - Procedure","","Step 4","bgp graceful-restart
Example:
Device(config-router)# bgp graceful-restart","Enables NSF awareness on the switch. By default, NSF awareness is disabled."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with BGP - Procedure","","Step 5","end
Example:
Device(config-router)# end","Returns to privileged EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with BGP - Procedure","","Step 6","write memory
Example:
Device# write memory","Saves the configuration on the switch."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with BGP - Procedure","","Step 7","reload fast
Example:
Device# reload fast","Reloads the switch without software upgrade."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPF - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPF - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPF - Procedure","","Step 3","router ospf process-id
Example:
Device(config)# router ospf 1","Enters OSPF router configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPF - Procedure","","Step 4","router-id ip-address
Example:
Device(config-router)# router-id 192.0.2.5","Sets a fixed router ID for the OSPF instance."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPF - Procedure","","Step 5","exit
Example:
Device(config-router)# exit","Exits router configuration mode and enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPF - Procedure","","Step 6","interface interface_id
Example:
Device(config)# interface gigabitethernet 1/0/1","Enters interface configuration mode."
