model_name,predictions
Qwen2.5-7B-Instruct,"SW1# configure terminal
SW1(config)# interface FastEthernet0/1
SW1(config-if)# switchport port-security
SW1(config-if)# switchport port-security mac-address sticky
SW1(config-if)# switchport port-security maximum 1
SW1(config-if)# switchport port-security violation shutdown
SW1(config-if)# end

SW2# configure terminal
SW2(config)# interface FastEthernet0/1
SW2(config-if)# switchport port-security
SW2(config-if)# switchport port-security mac-address sticky
SW2(config-if)# switchport port-security maximum 1
SW2(config-if)# switchport port-security violation shutdown
SW2(config-if)# end"
Qwen2.5-7B-Instruct,"R1# configure terminal
R1(config)# ip dhcp pool VLAN10
R1(config-dhcp)# network 10.0.1.0 255.255.255.0
R1(config-dhcp)# excluded-address 10.0.1.1 10.0.1.10
R1(config-dhcp)# end

R3# configure terminal
R3(config)# ip dhcp pool VLAN30
R3(config-dhcp)# network 10.0.2.0 255.255.255.0
R3(config-dhcp)# excluded-address 10.0.2.1 10.0.2.10
R3(config-dhcp)# end"
Qwen2.5-7B-Instruct,"SW1# configure terminal
SW1(config)# interface FastEthernet0/1
SW1(config-if)# spanning-tree portfast
SW1(config-if)# end

SW2# configure terminal
SW2(config)# interface FastEthernet0/1
SW2(config-if)# spanning-tree portfast
SW2(config-if)# end"
Qwen2.5-7B-Instruct,"SW1# configure terminal
SW1(config)# vlan 20
SW1(config-vlan)# exit
SW1(config)# interface range Fa0/1 - 24
SW1(config-if-range)# switchport mode trunk
SW1(config-if-range)# switchport trunk allowed vlan add 20
SW1(config-if-range)# end

SW2# configure terminal
SW2(config)# vlan 40
SW2(config-vlan)# exit
SW2(config)# interface range Fa0/1 - 24
SW2(config-if-range)# switchport mode trunk
SW2(config-if-range)# switchport trunk allowed vlan add 40
SW2(config-if-range)# end"
Qwen2.5-7B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# ip address 10.0.12.1 255.255.255.0
R1(config-if)# no shutdown
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip address 10.0.12.2 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# end"
Qwen2.5-7B-Instruct,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# ip address 10.0.23.2 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# ip address 10.0.23.1 255.255.255.0
R3(config-if)# no shutdown
R3(config-if)# end"
Qwen2.5-7B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# ip address 10.0.1.1 255.255.255.0
R1(config-if)# no shutdown
R1(config-if)# exit
R1(config)# interface Ethernet0/1
R1(config-if)# ip address 10.0.12.1 255.255.255.0
R1(config-if)# no shutdown
R1(config-if)# exit
R1(config)# interface Ethernet0/2
R1(config-if)# ip address 10.0.14.1 255.255.255.0
R1(config-if)# no shutdown
R1(config-if)# exit
R1(config)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip address 10.0.12.2 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# exit
R2(config)# interface Ethernet0/1
R2(config-if)# ip address 10.0.23.1 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# exit
R2(config)# interface Ethernet0/2
R2(config-if)# ip address 10.0.24.1 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# exit
R2(config)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# ip address 10.0.23.2 255.255.255.0
R3(config-if)# no shutdown
R3(config-if)# exit
R3(config)# interface Ethernet0/1
R3(config-if)# ip address 10.0.34.1 255.255.255.0
R3(config-if)# no shutdown
R3(config-if)# exit
R3(config)# interface Ethernet0/2
R3(config-if)# ip address 10.0.2.1"
Qwen2.5-7B-Instruct,"R1# configure terminal
R1(config)# hostname Router-R1
R1(config)# enable secret sec1
R1(config)# end

Router-R1#

R2# configure terminal
R2(config)# hostname Router-R2
R2(config)# enable secret sec2
R2(config)# end

Router-R2#

R3# configure terminal
R3(config)# hostname Router-R3
R3(config)# enable secret sec3
R3(config)# end

Router-R3#

R4# configure terminal
R4(config)# hostname Router-R4
R4(config)# enable secret sec4
R4(config)# end

Router-R4#"
Qwen2.5-7B-Instruct,"R1# configure terminal
R1(config)# ntp server 10.0.1.1
R1(config)# clock timezone UTC 0
R1(config)# end

R2# configure terminal
R2(config)# ntp server 10.0.1.1
R2(config)# clock timezone UTC 0
R2(config)# end

R3# configure terminal
R3(config)# ntp server 10.0.1.1
R3(config)# clock timezone UTC 0
R3(config)# end

R4# configure terminal
R4(config)# ntp server 10.0.1.1
R4(config)# clock timezone UTC 0
R4(config)# end"
Qwen2.5-7B-Instruct,"R1# configure terminal
R1(config)# ip arp 10.0.1.10 0050.7966.6800 Ethernet0/0
R1(config)# end

R3# configure terminal
R3(config)# ip arp 10.0.2.10 0050.7966.6801 Ethernet0/2
R3(config)# end"
Qwen2.5-7B-Instruct,"R2# configure terminal
R2(config)# no ip dhcp pool
R2(config)# end

R4# configure terminal
R4(config)# no ip dhcp pool
R4(config)# end"
Qwen2.5-7B-Instruct,"R1# configure terminal
R1(config)# write memory
R1(config)# end

R2# configure terminal
R2(config)# write memory
R2(config)# end

R3# configure terminal
R3(config)# write memory
R3(config)# end

R4# configure terminal
R4(config)# write memory
R4(config)# end"
Qwen2.5-7B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# ip ospf authentication-mode md5 1
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip ospf authentication-mode md5 1
R2(config-if)# end"
Qwen2.5-7B-Instruct,"SW1# configure terminal
SW1(config)# interface FastEthernet0/1
SW1(config-if)# storm-control broadcast level percent 15
SW1(config-if)# end

SW2# configure terminal
SW2(config)# interface FastEthernet0/1
SW2(config-if)# storm-control broadcast level percent 15
SW2(config-if)# end"
Qwen2.5-7B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# arp timer 120
R1(config-if)# end"
Qwen2.5-7B-Instruct,"R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# interface Ethernet0/0
R2(config-if)# no shutdown
R2(config-if)# ip ospf 1 area 0
R2(config-if)# end
R2(config-if)# interface Ethernet0/1
R2(config-if)# shutdown
R2(config-if)# ip ospf passive-interface
R2(config-if)# end
R2(config-if)# interface Ethernet0/2
R2(config-if)# shutdown
R2(config-if)# ip ospf passive-interface
R2(config-if)# end
R2(config)# end"
Qwen2.5-7B-Instruct,"R4# configure terminal
R4(config)# ip arp 10.0.14.1 0050.7966.6802 fast-install
R4(config)# end"
Qwen2.5-7B-Instruct,"R3# configure terminal
R3(config)# logging buffer-size 16384
R3(config)# end"
Qwen2.5-7B-Instruct,"R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# ip address 10.0.34.1 255.255.255.0
R3(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/2
R4(config-if)# ip address 10.0.34.2 255.255.255.0
R4(config-if)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# interface Ethernet0/2
R1(config-if)# ip address 10.0.14.1 255.255.255.0
R1(config-if)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# mtu 1500
R2(config-if)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# interface Loopback0
R3(config-if)# ip address 33.33.33.33 32
R3(config-if)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# interface Ethernet0/2
R1(config-if)# no shutdown
R1(config-if)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# interface Ethernet0/2
R2(config-if)# shutdown
R2(config-if)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# description Link to R3
R2(config-if)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# bandwidth 1500
R3(config-if)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# no ip proxy-arp
R3(config-if)# end"
Gemma-2-9B-it,"R4# configure terminal
R4(config)# interface Ethernet0/1
R4(config-if)# arp timeout 600
R4(config-if)# end"
Gemma-2-9B-it,"R4# configure terminal
R4(config)# interface Loopback0
R4(config-if)# ip address 44.44.44.44 255.255.255.255
R4(config-if)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# ip route 10.0.1.0 255.255.255.0 10.0.12.2
R3(config)# end"
Gemma-2-9B-it,"R4# configure terminal
R4(config)# ip route 0.0.0.0 0.0.0.0 10.0.1.1
R4(config)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# ip route 10.0.1.0 255.255.255.0 10.0.12.1
R2(config)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# router ospf 2
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# router-id 3.3.3.3
R3(config-router)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# interface Ethernet0/2
R2(config-if)# ip ospf cost 50
R2(config-if)# end"
Gemma-2-9B-it,"R4# configure terminal
R4(config)# router ospf 1
R4(config-router)# interface Ethernet0/2
R4(config-if)# passive
R4(config-if)# end
R4(config-router)# network 10.0.34.0 0.0.0.255 area 0
R4(config-router)# end 
R4(config)# end"
Gemma-2-9B-it,"R4# configure terminal
R4(config)# no ip route 0.0.0.0 0.0.0.0 10.0.1.1
R4(config)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# ip ospf hello-interval 10
R3(config-if)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# interface Ethernet0/2
R1(config-if)# ip ospf authentication-type simple password netpass
R1(config-if)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# ip access-list extended DENY_TCP
R1(config-ext-nacl)# deny tcp 10.0.1.0 0.0.255.255.0 any eq 23
R1(config-ext-nacl)# permit ip any any
R1(config-ext-nacl)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# ip access-list extended DENY_TELNET
R1(config-ext-nacl)# deny tcp 10.0.1.0 0.0.255.255.0 any eq 23
R1(config-ext-nacl)# permit ip any any
R1(config-ext-nacl)# end
R1(config)# interface Ethernet0/0
R1(config-if)# access-list DENY_TELNET in
R1(config-if)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# ip access-list standard PERMIT_2_0
R3(config-std-nacl)# permit ip 10.0.2.0 0.0.0.255 any
R3(config-std-nacl)# end"
Gemma-2-9B-it,"R4# configure terminal
R4(config)# ip access-list extended DENY_ICMP
R4(config-ext-nacl)# deny icmp any 10.0.14.0 0.0.0.255
R4(config-ext-nacl)# permit ip any any
R4(config-ext-nacl)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# crypto key generate rsa modulus 1024
R3(config)# crypto ssh host-key
R3(config-ssh)# domain-name lab.local
R3(config-ssh)# end 
R3(config)# end"
Gemma-2-9B-it,"R4# configure terminal
R4(config)# line vty 0 15
R4(config-line)# password cisco
R4(config-line)# login
R4(config-line)# exit
R4(config)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# enable secret Cisco
R1(config)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# password cisco
R2(config)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# aaa new-model
R3(config)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# ip community string private ro
R1(config)# ip community string private rw
R1(config)# end"
Gemma-2-9B-it,"SW2# configure terminal
SW2(config)# vlan 20
SW2(config-vlan)# name VLAN20
SW2(config-vlan)# end"
Gemma-2-9B-it,"SW1# configure terminal
SW1(config)# interface Fa0/1
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 10
SW1(config-if)# switchport portfast
SW1(config-if)# switchport bpduguard enable
SW1(config-if)# end"
Gemma-2-9B-it,"SW2# configure terminal
SW2(config)# spanning-tree vlan 40
SW2(config-spanning-tree)# root primary
SW2(config-spanning-tree)# end"
Gemma-2-9B-it,"SW1# configure terminal
SW1(config)# interface Fa0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport native vlan 20
SW1(config-if)# end"
Gemma-2-9B-it,"SW2# configure terminal
SW2(config)# interface vlan 40
SW2(config-vlan)# ip address 10.0.4.1 255.255.255.0
SW2(config-vlan)# end"
Gemma-2-9B-it,"SW2# configure terminal
SW2(config)# interface Fa0/1
SW2(config-if)# storm-control broadcast 10
SW2(config-if)# end"
Gemma-2-9B-it,"SW1# configure terminal
SW1(config)# interface Fa0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk allowed vlan 10,20
SW1(config-if)# end
SW1(config)# vlan 20
SW1(config-vlan)# name VLAN20
SW1(config-vlan)# end
SW1(config)# end"
Gemma-2-9B-it,"SW2# configure terminal
SW2(config)# interface Fa0/1
SW2(config-if)# switchport port-security maximum 2
SW2(config-if)# switchport port-security violation restrict
SW2(config-if)# end"
Gemma-2-9B-it,"R4# configure terminal
R4(config)# ip dhcp pool R4_DHCP
R4(config-dhcp)# network 10.0.14.0 255.255.255.0
R4(config-dhcp)# default-router 10.0.14.1
R4(config-dhcp)# dns-server 10.0.1.1
R4(config-dhcp)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# ip dhcp pool R3_POOL
R3(config-dhcp)# network 10.0.2.0 255.255.255.0
R3(config-dhcp)# exclude 10.0.2.1 10.0.2.5
R3(config-dhcp)# end 
R3(config)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# ntp server 10.0.23.2
R3(config)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# logging informational
R2(config)# end"
Gemma-2-9B-it,"R4# configure terminal
R4(config)# interface Ethernet0/2
R4(config-if)# cdp enable
R4(config-if)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# hostname Edge-R3
R3(config)# end"
Gemma-2-9B-it,"R4# configure terminal
R4(config)# copy running-config startup-config
R4(config)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# network 10.0.2.0 0.0.0.255 area 0
R3(config-router)# end

R4# configure terminal
R4(config)# router ospf 1
R4(config-router)# network 10.0.14.0 0.0.0.255 area 0
R4(config-router)# network 10.0.24.0 0.0.0.255 area 0
R4(config-router)# network 10.0.34.0 0.0.0.255 area 0
R4(config-router)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# ip ospf authentication-key ospfkey
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip ospf authentication-key ospfkey
R2(config-if)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# ip ospf hello-interval 5
R3(config-if)# ip ospf dead-interval 20
R3(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/2
R4(config-if)# ip ospf hello-interval 5
R4(config-if)# ip ospf dead-interval 20
R4(config-if)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# interface Loopback0
R1(config-if)# ip address 10.0.1.1 255.255.255.255
R1(config-if)# no shutdown
R1(config-if)# end

R2# configure terminal
R2(config)# interface Loopback0
R2(config-if)# ip address 10.0.12.2 255.255.255.255
R2(config-if)# no shutdown
R2(config-if)# end

R3# configure terminal
R3(config)# interface Loopback0
R3(config-if)# ip address 10.0.23.2 255.255.255.255
R3(config-if)# no shutdown
R3(config-if)# end

R4# configure terminal
R4(config)# interface Loopback0
R4(config-if)# ip address 10.0.14.2 255.255.255.255
R4(config-if)# no shutdown
R4(config-if)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# interface Ethernet0/2
R2(config-if)# ip ospf cost 200
R2(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/1
R4(config-if)# ip ospf cost 200
R4(config-if)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# passive-interface Ethernet0/0
R1(config-router)# passive-interface Ethernet0/2
R1(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# passive-interface Ethernet0/1
R3(config-router)# passive-interface Ethernet0/2
R3(config-router)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# no ip ospf 1
R2(config)# end

R4# configure terminal
R4(config)# no ip ospf 1
R4(config)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# ip route 10.0.2.0 255.255.255.0 10.0.12.2
R1(config)# end

R3# configure terminal
R3(config)# ip route 10.0.1.0 255.255.255.0 10.0.23.2
R3(config)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# ip route 0.0.0.0 0.0.0.0 10.0.1.1
R2(config)# end

R4# configure terminal
R4(config)# ip route 0.0.0.0 0.0.0.0 10.0.1.1
R4(config)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# ip route 10.0.14.0 255.255.255.0 10.0.24.2
R2(config)# end

R3# configure terminal
R3(config)# ip route 10.0.14.0 255.255.255.0 10.0.34.2
R3(config)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# ip route 10.0.23.0 255.255.255.0 10.0.12.2
R1(config)# end

R4# configure terminal
R4(config)# ip route 10.0.23.0 255.255.255.0 10.0.24.2
R4(config)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# no ip route 10.0.1.0 255.255.255.0
R3(config)# end

R4# configure terminal
R4(config)# no ip route 10.0.1.0 255.255.255.0
R4(config)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# ip route 10.0.34.0 255.255.255.0 10.0.14.2
R1(config)# end

R2# configure terminal
R2(config)# ip route 10.0.34.0 255.255.255.0 10.0.24.2
R2(config)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# ip nat inside
R1(config-if)# end

R1(config)# interface Ethernet0/1
R1(config-if)# ip nat outside
R1(config-if)# end
R1(config)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# ip nat inside
R3(config-if)# end

R3(config)# interface Ethernet0/0
R3(config-if)# ip nat outside
R3(config-if)# end
R3(config)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# ip access-list extended DENY_TELNET
R2(config-ext-nacl)# deny tcp 10.0.12.0 0.0.0.255 10.0.23.0 0.0.0.255 eq 23
R2(config-ext-nacl)# permit ip any any
R2(config-ext-nacl)# end
R2(config)# interface Ethernet0/0
R2(config-if)# access-list DENY_TELNET in
R2(config-if)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# ip access-list extended PERMIT_SSH
R1(config-ext-nacl)# permit tcp 10.0.12.0 0.0.0.255 22
R1(config-ext-nacl)# deny ip any any
R1(config-ext-nacl)# end

R3# configure terminal
R3(config)# ip access-list extended PERMIT_SSH
R3(config-ext-nacl)# permit tcp 10.0.12.0 0.0.0.255 22
R3(config-ext-nacl)# deny ip any any
R3(config-ext-nacl)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# ip nat inside source list 10
R1(config-nat)#  address 10.0.1.10 10.0.12.100
R1(config-nat)# end

R3# configure terminal
R3(config)# ip nat inside source list 20
R3(config-nat)#  address 10.0.2.10 10.0.23.100
R3(config-nat)# end"
Gemma-2-9B-it,"R4# configure terminal
R4(config)# ip access-list extended PERMIT_HTTP_HTTPS
R4(config-ext-nacl)# permit tcp 10.0.14.0 0.0.0.255 any eq 80
R4(config-ext-nacl)# permit tcp 10.0.14.0 0.0.0.255 any eq 443
R4(config-ext-nacl)# end
R4(config)# interface Ethernet0/2
R4(config-if)# access-list out PERMIT_HTTP_HTTPS
R4(config-if)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# ip access-list standard PERMIT_LAN2
R3(config-std-nacl)# permit ip 10.0.2.0 0.0.0.255
R3(config-std-nacl)# end
R3(config)# interface Ethernet0/2
R3(config-if)# ip access-group PERMIT_LAN2 in
R3(config-if)# no ip access-group PERMIT_LAN2 out
R3(config-if)# end 
end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# crypto key generate rsa modulus 2048
R1(config)# crypto ssh host-key
R1(config-ssh)# domain-name corp.net
R1(config-ssh)# end

R3# configure terminal
R3(config)# crypto key generate rsa modulus 2048
R3(config)# crypto ssh host-key
R3(config-ssh)# domain-name corp.net
R3(config-ssh)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# line vty 0 15
R2(config-line)# transport input ssh
R2(config-line)# login local
R2(config-line)# exit
R2(config)# end

R4# configure terminal
R4(config)# line vty 0 15
R4(config-line)# transport input ssh
R4(config-line)# login local
R4(config-line)# exit
R4(config)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# no cdp enable
R1(config)# end

R2# configure terminal
R2(config)# no cdp enable
R2(config)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# snmp-server community readonly ro
R3(config)# end

R4# configure terminal
R4(config)# snmp-server community readonly ro
R4(config)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# enable secret pass1
R1(config)# end

R2# configure terminal
R2(config)# enable secret pass2
R2(config)# end

R3# configure terminal
R3(config)# enable secret pass3
R3(config)# end

R4# configure terminal
R4(config)# enable secret pass4
R4(config)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# logging host 10.0.12.1
R2(config)# end

R3# configure terminal
R3(config)# logging host 10.0.12.1
R3(config)# end

R4# configure terminal
R4(config)# logging host 10.0.12.1
R4(config)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# ntp server 10.0.1.1
R2(config)# end

R3# configure terminal
R3(config)# ntp server 10.0.1.1
R3(config)# end

R4# configure terminal
R4(config)# ntp server 10.0.1.1
R4(config)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# no ip proxy-arp
R1(config)# end

R3# configure terminal
R3(config)# no ip proxy-arp
R3(config)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# mtu 1400
R2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# mtu 1400
R3(config-if)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# interface Ethernet0/2
R1(config-if)# bandwidth 2000
R1(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/0
R4(config-if)# bandwidth 2000
R4(config-if)# end"
Gemma-2-9B-it,"R3# configure terminal
R3(config)# interface Ethernet0/1
R3(config-if)# description Link to R4
R3(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/2
R4(config-if)# description Link to R3
R4(config-if)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# shutdown
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/2
R2(config-if)# shutdown
R2(config-if)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# interface Loopback0
R1(config-if)# ip address 11.11.11.11 255.0.0.0
R1(config-if)# end

R2# configure terminal
R2(config)# interface Loopback0
R2(config-if)# ip address 22.22.22.22 255.0.0.0
R2(config-if)# end"
Gemma-2-9B-it,"SW1# configure terminal
SW1(config)# spanning-tree mode rapid-pvst
SW1(config)# spanning-tree vlan 10 root primary
SW1(config)# end

SW2# configure terminal
SW2(config)# spanning-tree mode rapid-pvst
SW2(config)# spanning-tree vlan 30 root primary
SW2(config)# end"
Gemma-2-9B-it,"SW1# configure terminal
SW1(config)# interface Fa0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk allowed vlan 10,20
SW1(config-if)# switchport trunk native vlan 10
SW1(config-if)# end

SW2# configure terminal
SW2(config)# interface Fa0/24
SW2(config-if)# switchport mode trunk
SW2(config-if)# switchport trunk allowed vlan 30,40
SW2(config-if)# switchport trunk native vlan 30
SW2(config-if)# end"
Gemma-2-9B-it,"SW1# configure terminal
SW1(config)# interface vlan 10
SW1(config-vlan)# ip address 10.0.1.2 255.255.255.0
SW1(config-vlan)# no shutdown
SW1(config-vlan)# exit
SW1(config)# interface vlan 30
SW1(config-vlan)# exit
SW1(config)# end

SW2# configure terminal
SW2(config)# interface vlan 30
SW2(config-vlan)# ip address 10.0.2.2 255.255.255.0
SW2(config-vlan)# no shutdown
SW2(config-vlan)# exit
SW2(config)# end"
Gemma-2-9B-it,"SW1# configure terminal
SW1(config)# interface Fa0/1
SW1(config-if)# switchport port-security enable
SW1(config-if)# switchport port-security mac-address 00:00:00:00:00:01
SW1(config-if)# switchport port-security violation shutdown
SW1(config-if)# end

SW2# configure terminal
SW2(config)# interface Fa0/1
SW2(config-if)# switchport port-security enable
SW2(config-if)# switchport port-security mac-address 00:00:00:00:00:01
SW2(config-if)# switchport port-security violation shutdown
SW2(config-if)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# ip dhcp pool 10.0.1
R1(config-dhcp)# network 10.0.1.0 255.255.255.0
R1(config-dhcp)# exclude 10.0.1.0 10.0.1.9
R1(config-dhcp)# default-router 10.0.1.1
R1(config-dhcp)# end

R3# configure terminal
R3(config)# ip dhcp pool 10.0.2
R3(config-dhcp)# network 10.0.2.0 255.255.255.0
R3(config-dhcp)# exclude 10.0.2.0 10.0.2.9
R3(config-dhcp)# default-router 10.0.2.1
R3(config-dhcp)# end"
Gemma-2-9B-it,"SW1# configure terminal
SW1(config)# interface Fa0/1
SW1(config-if)# switchport mode access
SW1(config-if)# switchport portfast
SW1(config-if)# end

SW2# configure terminal
SW2(config)# interface Fa0/1
SW2(config-if)# switchport mode access
SW2(config-if)# switchport portfast
SW2(config-if)# end"
Gemma-2-9B-it,"SW1# configure terminal
SW1(config)# vlan 20
SW1(config-vlan)# name VLAN20
SW1(config-vlan)# end

SW2# configure terminal
SW2(config)# vlan 40
SW2(config-vlan)# name VLAN40
SW2(config-vlan)# end 
SW2(config)# end"
Gemma-2-9B-it,"R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# ip address 10.0.12.1 255.255.255.0
R1(config-if)# no shutdown
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip address 10.0.12.2 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# end"
Gemma-2-9B-it,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# ip address 10.0.23.1 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# ip address 10.0.23.2 255.255.255.0
R3(config-if)# no shutdown
R3(config-if)# end"
